,key_word,id,tweet,user_id,user_name,date,like,retweet,verified,location,friends,followers
0,,613133848747098112,"Ya en la sala para ver ""Intensamente"" (@ Cinépolis for Inside Out in Disney Digital 3D) https://t.co/FxY6GUB4Rh",56774612,SI_Lugon,2015-06-22 23:57:55+00:00,0,0,False,"México, Distrito Federal",129,243
1,,613133305517510665,@NetflixLAT ya merito llego a la temporada 9 de #HIMYM y no la tienen! 😭😭😭😭😭😭😭,622735821,monnica_sc,2015-06-22 23:55:46+00:00,0,0,False,Monterrey,407,389
2,,613126582702510080,Netflix necesita una súper actualización 👀☝️,327055043,SanchezSalmon,2015-06-22 23:29:03+00:00,0,0,False,León Guanajuato,455,191
3,,613126014797873152,"@jorgemps Idiotas. Espero que al menos le den cierre, y no la dejen en cliffhanger, o que Netflix o Hulu la salven.",8727232,AliasCane,2015-06-22 23:26:47+00:00,1,0,False,,412,11780
4,,613125787739291648,Algo que pueda ver en Netflix?,464836233,justgoidy,2015-06-22 23:25:53+00:00,0,0,False,Dark side of the Moon,144,378
5,,613125027592941568,Me muero sin Netflix 😱😩,176214161,vane_arzola,2015-06-22 23:22:52+00:00,0,0,False,,274,153
6,,613123420516061184,@AlvaroAuryn @paramount_spain es increible!! es perfecta!! tu voz!! me enomaste mas !! te amo!,2171343913,guzmanrenata17,2015-06-22 23:16:29+00:00,1,2,False,,992,453
7,,613122176397357057,@RLincourt Papa Netflix nos respalda,60184266,TheWeirdWatcher,2015-06-22 23:11:32+00:00,1,0,False,San Junipero,479,591
8,,613121881462427648,"I'm at Cinépolis for Inside Out in Disney Digital 3D in Distrito Federal, México https://t.co/bia5wJhfOM",199824192,XimeeeP,2015-06-22 23:10:22+00:00,0,0,False,Instagram: ximepolanco,174,338
9,,613119908575055872,"Va de nuevo (@ Cinépolis for Inside Out in Disney Digital 3D in Puebla, Pue., PUE) https://t.co/yuY4lg5O2m",1258190972,Miranda2285,2015-06-22 23:02:32+00:00,0,0,False,"Puebla,  México",175,91
10,,613119710700240896,"Pocas cosas me hacen feliz: pizza, vino y Netflix.",2220568843,elsycontreras1_,2015-06-22 23:01:44+00:00,0,0,False,,164,211
11,,613118703056646144,"Family time (at @Cinemex for Inside Out in Disney Digital 3D in Escobedo, Nuevo León) https://t.co/xdrxRmInuP",14539383,sylvanella,2015-06-22 22:57:44+00:00,0,0,False,San Nicolás de los Garza,434,1430
12,,613117837842907136,@britishtradermx la que es neta es sorprendente checa la gráfica a 2 años no para de subir netflix,151357280,roodalfaro,2015-06-22 22:54:18+00:00,0,0,False,Mexico,573,3645
13,,613116704223326208,"¡Con los peques! (@ Cinépolis for Inside Out in Disney Digital 3D in Tuxtla Gutiérrez, Chis., CHIS) http://t.co/hcF8mmNA66",131647924,maherag,2015-06-22 22:49:48+00:00,0,0,False,M É X I C O,238,212
14,,613116062155018241,"I'm at Cinépolis for Inside Out in Disney Digital 3D in Zona Metropolitana, Edo México https://t.co/UZRktw1DXu",162895709,karosaurio,2015-06-22 22:47:15+00:00,0,0,False,México,209,132
15,,613110850493267968,"Movie time (@ Cinépolis for Inside Out in Disney Digital 3D in Oaxaca, Oax, Oaxaca) https://t.co/0FK0mKt22r",149959040,mauolmedo,2015-06-22 22:26:32+00:00,0,0,False,Oaxaca ,1001,5189
16,,613104913304780800,Que decisión tan difícil el escoger una película en netflix.,345154716,ximennaosuna,2015-06-22 22:02:56+00:00,0,0,False,"Mazatlán, Sinaloa ",137,450
17,,613101783624187904,Netflix y yo toda la tarde😄,1447988335,Alexislush97,2015-06-22 21:50:30+00:00,2,5,False,,393,476
18,,613097000079200256,Te amo netflix x siempre 😻,373814586,imarianaibz,2015-06-22 21:31:30+00:00,0,0,False,"Apodaca, Nuevo León",340,756
19,,613091401903935488,"I'm at Cinépolis for Inside Out in Disney Digital 3D in Distrito Federal, México https://t.co/yoQ6D0nloo",105013981,gusiestark,2015-06-22 21:09:15+00:00,0,0,False,,357,398
20,,613089367788130305,"¿Cómo va su tarde mi gente bonita? 
Así serían los personajes de Disney al estilo de “Las 50 Sombras de Grey” 😉😋😅: http://t.co/oxN56rQNoi",86847132,cesarloredo,2015-06-22 21:01:10+00:00,11,6,False,"Benito Juárez, Distrito Federal",45237,41369
21,,613089266428588033,"¿Cómo va su tarde mi gente bonita? 
Así serían los personajes de Disney al estilo de “Las 50 Sombras de Grey” 😉😋😅: http://t.co/E2ruxweVIl",86847132,cesarloredo,2015-06-22 21:00:46+00:00,7,3,False,"Benito Juárez, Distrito Federal",45237,41369
22,,613077487082434560,"Okeeii Netflix veré ""The Best of me"" solo para que no insistas mas ✋",292097638,lauugalaviz,2015-06-22 20:13:58+00:00,0,0,False,"Nuevo León, México",238,609
23,,613076316393312256,"""Las sombrías aventuras de Billy y Mandy"" están en Netflix 😍😍😍",1308796831,dianamondragon_,2015-06-22 20:09:18+00:00,0,0,False,"Hermosillo,Sonora",255,349
24,,613076209535062017,Me da weba las series mamilas de gringos fresitas de disney pero a mi sobrina le gusta y aqui me tiene cuidandola viendo esas cosas -.-,99622594,inag89,2015-06-22 20:08:53+00:00,0,0,False,Friendzone,1283,1282
25,,613075708001161216,Netflix y sus series no me dejan hacer nada 😩#Daredevil 😈,848358151,andrea_orizaga,2015-06-22 20:06:53+00:00,0,0,False,,453,211
26,,613073419366563840,@gerardoreyesi Amo disney pero estoy deacuerdo 👆,354153353,RosaFontees,2015-06-22 19:57:48+00:00,0,0,False,,703,572
27,,613073086364016640,"Yo nadamas veo netflix,me duermo, voy a comer, veo netflix y me vuelvo a dormir🔃 quien como yo ❓❓❓",341912640,Kerenynavarro,2015-06-22 19:56:28+00:00,0,0,False,"Nuevo León, México",449,682
28,,613063081183178752,Netflix apoderate de mi y no me sueltes,151987976,JosueEscalanteV,2015-06-22 19:16:43+00:00,0,0,False,México,405,543
29,,613060412364320768,@Cinepolis Yooooo...!!!! Me encantó y hasta me hizo llorar. ...Gracias  Disney Pixar...!!!!,2369296970,miriamvelarde45,2015-06-22 19:06:07+00:00,0,0,False,,158,50
30,,613055090694463488,"I'm at Cinépolis for Inside Out in Disney Digital 3D in Iztapalapa, DF, México https://t.co/VF0yE4w9ZP",513619087,tona_avegayo,2015-06-22 18:44:58+00:00,0,0,False,Ciudad de México,467,359
31,,613044717471813633,"Consintiendo a mi niño, el único, el mejor! (@ Cinépolis for Inside Out in Disney Digital 3D) https://t.co/87ngBCJKgB",205823349,domibadtz,2015-06-22 18:03:45+00:00,0,0,False,,696,224
32,,613037748442673153,"Disney te enseña que aunque duermas con 7 hombres, llegues a casa sin tacones y salgas con un animal, no dejas de ser una princesa 👌😏",72975812,VICOCENTENO,2015-06-22 17:36:03+00:00,0,0,False,"Aguascalientes, México.",410,745
33,,613028244019765249,Netflix ya apúrate a subir Coven que así ya no puedo vivir,77016964,moonshark__,2015-06-22 16:58:17+00:00,0,0,False,,2380,232
34,,613016424907313152,"El ""la pides, la tienes"" de radio disney esta perrito",340693504,gandar333,2015-06-22 16:11:19+00:00,0,0,False,Mazatlán Sinaloa,220,987
35,,613010531432017920,¡Viaja a Orlando y disfruta de un hospedaje en el Disney´s Port Orleans Resort! http://t.co/O1jkJroigd,3242535776,virsajalisco,2015-06-22 15:47:54+00:00,0,0,False,"Guadalajara, Jalisco",42,28
36,,612999938033610752,#extraño Netflix por la noche,382651819,botero_alvarez,2015-06-22 15:05:48+00:00,0,0,False,"Mante, Victoria, Tamaulipas",919,901
37,,612999458201055233,3 películas en un mes no está nada mal para alguien que pone Netflix como ruido de fondo.,47869714,SrCarajo,2015-06-22 15:03:54+00:00,0,0,False,"MX, DF",232,123
38,,612993884591820801,Quiero la quinta temporada de The Walking Dead en Netflix yaaaa!! 😢😢,236580278,feralvc,2015-06-22 14:41:45+00:00,0,0,False,,154,198
